fips,state,county,# deaths,physically unhealthy days,mentally unhealthy days,% obese,food environment index,% physically inactive,teen birth rate,# some college,population,% unemployed,income ratio,% single-parent households,# violent crimes,year,deaths,average number of physically unhealthy days,average number of mentally unhealthy days,% adults with obesity
01001,Alabama,Autauga,754,5.1,3.6,31.3,7.2,27.9,36.499862524,8145,14535,5.6874828276,4.1715137957,29.629370139,138.66666667,2015,NA,NA,NA,NA
01003,Alabama,Baldwin,2460,3.3,3.8,25,7.6,25.2,44.532661526,28277,45251,5.8395466746,4.4171482752,29.242727594,406.66666667,2015,NA,NA,NA,NA
01005,Alabama,Barbour,414,4.8,4.3,38.4,5,32.3,72.873799726,3156,7456,10.041503343,5.4739856417,55.824663142,39.333333333,2015,NA,NA,NA,NA
01007,Alabama,Bibb,407,4.7,5.1,37.3,7.6,33.2,50.850850851,3053,6106,6.8497757848,4.5137856924,37.176423736,54,2015,NA,NA,NA,NA
01009,Alabama,Blount,861,5.9,3.9,30.9,8.5,29.8,47.239216294,7113,14459,5.6070842399,3.9837506136,27.62988407,126.5,2015,NA,NA,NA,NA
01011,Alabama,Bullock,180,4.2,NA,43.2,3.8,32.8,84.596967279,1147,3211,11.990820425,5.2633408919,62.407968818,31,2015,NA,NA,NA,NA
01013,Alabama,Butler,375,3.9,3.5,38.4,6,37.3,63.341425734,2141,4826,9.3146663656,5.1004804169,51.209016393,101,2015,NA,NA,NA,NA
01015,Alabama,Calhoun,2081,5.2,5.1,31.5,6.4,33.2,49.328449328,14999,29228,7.2664015905,5.1644956471,39.598332702,598.66666667,2015,NA,NA,NA,NA
01017,Alabama,Chambers,686,5,4.3,39.7,5.7,35.3,59.728046766,3888,8158,7.2611723345,5.2797452625,54.760306164,161.33333333,2015,NA,NA,NA,NA
01019,Alabama,Cherokee,512,6.1,5.2,30.3,7.9,29.8,51.558517938,3074,5748,5.7207442184,5.0950101146,31.472661459,97.666666667,2015,NA,NA,NA,NA
01021,Alabama,Chilton,767,4.6,4.9,37,7.9,31.8,58.314675351,4561,11724,5.8375634518,4.5383442266,31.489957964,178.66666667,2015,NA,NA,NA,NA
01023,Alabama,Choctaw,253,5.6,4.6,40.2,5.9,34.8,42.292368986,1437,2945,7.8447395301,5.7307661771,42.694750919,15,2015,NA,NA,NA,NA
01025,Alabama,Clarke,425,4.4,3,35.2,5.1,31,41.890909091,2561,5953,10.805919302,7.1812352013,52.452891488,119,2015,NA,NA,NA,NA
01027,Alabama,Clay,259,6,5.3,37.4,7.3,37.6,52.881570614,1534,3278,8.1761006289,5.0565494984,37.244561635,43.666666667,2015,NA,NA,NA,NA
01029,Alabama,Cleburne,282,5.9,5.2,30.4,8.1,34.1,57.388809182,1738,3578,6.2200191877,5.2405267401,30.213004484,33.5,2015,NA,NA,NA,NA
01031,Alabama,Coffee,670,3.5,3.6,28.5,7.1,29.7,44.688836519,8184,13612,6.1962802894,5.2805722461,39.422281079,183,2015,NA,NA,NA,NA
01033,Alabama,Colbert,949,4.4,4.8,33.9,7.2,31.9,52.288659794,7280,12915,6.8087529488,4.7650332728,34.672393465,203.66666667,2015,NA,NA,NA,NA
01035,Alabama,Conecuh,290,4.4,5.2,39.1,4.6,35.4,54.87804878,1075,2686,10.261660978,5.7153635117,46.921797005,78.666666667,2015,NA,NA,NA,NA
01037,Alabama,Coosa,239,4,4.6,37.2,6.8,31.9,49.237472767,817,2596,8.0969807868,5.0046596287,43.452650657,27,2015,NA,NA,NA,NA
01039,Alabama,Covington,647,4.2,5.2,32.3,7.3,37.5,68.579766537,4452,8609,7.1522268724,4.5561302682000004,38.98830828,92,2015,NA,NA,NA,NA
01041,Alabama,Crenshaw,214,4,3.8,37.1,5.9,32.3,53.571428571,1435,3326,6.3425925926,5.6590763538,42.585201105,55.666666667,2015,NA,NA,NA,NA
01043,Alabama,Cullman,1293,3.9,4.4,34.4,7.8,30.8,56.054557552,10947,19639,5.4627062706,4.8325755714,30.030721966,162.33333333,2015,NA,NA,NA,NA
01045,Alabama,Dale,724,4.9,3.9,34.4,6.4,30.5,48.430579626,8283,13393,7.0578365057,5.0521367521,33.918128655,198.33333333,2015,NA,NA,NA,NA
01047,Alabama,Dallas,856,3.9,3.6,41.7,3.6,33.2,71.677740864,4343,9796,12.673450509,6.5374860505,68.940349613,342.33333333,2015,NA,NA,NA,NA
01049,Alabama,DeKalb,1091,4.7,4.9,32.1,7.8,29.4,59.108527132,7211,18068,7.0260731778,4.3850811486,28.844014241,173,2015,NA,NA,NA,NA
01051,Alabama,Elmore,1059,4.4,4.4,30.1,7.4,30.5,42.065211647,12234,21901,5.9681093394,4.0432118802,29.543746645,142.66666667,2015,NA,NA,NA,NA
01053,Alabama,Escambia,710,5.2,4.7,38.3,6.1,37.4,68.429598701,4454,9958,8.033043726,5.4753778645,49.172301236,216.66666667,2015,NA,NA,NA,NA
01055,Alabama,Etowah,1966,5.2,5,33.8,6.8,32.2,53.748053369,13861,25925,6.5123560327,4.6701589815,38.495046122,509.33333333,2015,NA,NA,NA,NA
01057,Alabama,Fayette,355,5.6,5.2,36.3,7.6,30.6,51.849921834,1403,3712,7.3262958878,5.1972249017,38.332883733,29.333333333,2015,NA,NA,NA,NA
01059,Alabama,Franklin,605,5,4.4,33.5,7.5,33.4,62.482983937,3648,8155,7.6893021802,4.7174515235,32.751205526,120.33333333,2015,NA,NA,NA,NA
01061,Alabama,Geneva,485,4.3,3.4,34.5,7.7,31.3,53.817692566,3064,6382,6.5197172619,4.8376838479,44.911690496,86,2015,NA,NA,NA,NA
01063,Alabama,Greene,166,5.1,5.3,48.1,2.9,32.9,51.282051282,706,1827,10.050251256,4.6922584773,53.559641678,93.333333333,2015,NA,NA,NA,NA
01065,Alabama,Hale,284,3.9,4.1,36.2,6.1,34.6,43.577981651,1510,3531,9.8721590909,5.3960538572,60.541688794,26.5,2015,NA,NA,NA,NA
01067,Alabama,Henry,321,4,3.5,34.1,7.6,29.8,46.801872075,2358,3926,6.8357382306,5.5398153683,30.691219642,55.333333333,2015,NA,NA,NA,NA
01069,Alabama,Houston,1382,4.5,4.3,32.9,6.7,30.1,54.835754482,14592,26391,6.2351410757,5.01378579,41.080136541,448.33333333,2015,NA,NA,NA,NA
01071,Alabama,Jackson,1049,5.8,5.3,29,7.7,32.9,53.914835165,5654,12614,6.2772689753,4.6430663758,25.429964918,143.33333333,2015,NA,NA,NA,NA
01073,Alabama,Jefferson,9927,3.7,3.9,32.9,6,27.7,47.18605193,117999,177506,6.0051366019,5.3516083916,42.956805408,4671,2015,NA,NA,NA,NA
01075,Alabama,Lamar,285,7.1,6,32.8,7.6,35.5,56.420233463,1551,3306,6.880212282,4.3494237288,38.359201774,7,2015,NA,NA,NA,NA
01077,Alabama,Lauderdale,1433,4.6,3.6,31.2,7.3,29.5,34.930448223,12458,21639,6.0733008264,4.9830812459,31.62769278,167,2015,NA,NA,NA,NA
01079,Alabama,Lawrence,610,4.6,5.5,38.6,7.8,36.1,52.32201936,4145,8335,7.3183832416,4.6842712317,36.634304207,66.333333333,2015,NA,NA,NA,NA
01081,Alabama,Lee,1342,3.7,5.2,30,6.2,24.1,23.937276888,25635,38307,5.169437892,5.9683047968,31.122902898,309.33333333,2015,NA,NA,NA,NA
01083,Alabama,Limestone,1104,3.6,3.1,33.4,7.9,31,41.409392171,12938,23817,5.4921259843,4.7425072664,28.710221077,103.66666667,2015,NA,NA,NA,NA
01085,Alabama,Lowndes,242,4.8,4.2,43.7,2.8,32.1,61.890243902,1130,2462,11.868300153,5.6969944611,57.072617247,60.666666667,2015,NA,NA,NA,NA
01087,Alabama,Macon,354,3.7,2.9,41.7,3.4,32,32.475342795,2134,4142,8.5912240185,5.4073120066,61.797752809,134,2015,NA,NA,NA,NA
01089,Alabama,Madison,3916,3.4,3.5,30.6,7.1,24.6,32.472513424,63305,89142,5.5475243947,5.002999831,32.452118989,1826.6666667,2015,NA,NA,NA,NA
01091,Alabama,Marengo,364,4.8,4.5,42.3,4.9,33.8,46.474358974,2287,4564,8.0711535909,6.0029757118,49.111701041,83.666666667,2015,NA,NA,NA,NA
01093,Alabama,Marion,640,4.6,4.3,34.1,7.6,36.6,59.329993738,3454,7193,7.9182517916,4.4331925906,31.278079009,69.666666667,2015,NA,NA,NA,NA
01095,Alabama,Marshall,1610,4.8,4.8,33.9,7.4,32,68.856842708,10686,23554,6.1032274268,4.8822784046,34.068248238,207,2015,NA,NA,NA,NA
01097,Alabama,Mobile,6346,4.5,4.8,35.9,5.9,28.9,56.525713186,60501,105287,7.533150996,5.2350356947,44.219076947,2472.3333333,2015,NA,NA,NA,NA
01099,Alabama,Monroe,400,5,5,36.3,4.5,33.9,57.598656591,2127,5118,11.355862635,6.340294035,52.728245364,116.33333333,2015,NA,NA,NA,NA
01101,Alabama,Montgomery,2874,4,3.8,34.6,5.4,28.1,52.957794709,37812,61605,6.8578419379,5.3802604046,50.330495384,848.66666667,2015,NA,NA,NA,NA
01103,Alabama,Morgan,1821,4.5,4,30.2,7.7,28.8,49.235993209,16406,30846,6.0226563197,4.7569437166,32.588652482,279.33333333,2015,NA,NA,NA,NA
01105,Alabama,Perry,207,5.2,4.2,38.7,4.8,33.6,50.659472422,765,2141,12.944009633,5.4603689438,58.45841785,NA,2015,NA,NA,NA,NA
01107,Alabama,Pickens,346,5.2,3.3,40.1,6.3,31.7,40.842373963,2108,4276,7.9804775096,5.8780988051,48.700288825,43,2015,NA,NA,NA,NA
01109,Alabama,Pike,485,4.7,3.8,35.3,5.9,29.4,32.081852077,4134,7437,6.6241445751,6.3514612452,49.48501153,145.33333333,2015,NA,NA,NA,NA
01111,Alabama,Randolph,397,4,4.8,34.1,7,33.8,51.465457083,2213,5115,7.3532850129,5.0880673047,38.16749904,69,2015,NA,NA,NA,NA
01113,Alabama,Russell,953,5,5,34.2,5.7,32.6,56.960547817,8988,15158,7.4957337884,5.1692520958,48.460987831,243,2015,NA,NA,NA,NA
01115,Alabama,St. Clair,1309,4.2,4,31.7,8.2,29.1,46.55082234,12293,23134,5.6322021355,4.0610169492,30.14349232,154.33333333,2015,NA,NA,NA,NA
01117,Alabama,Shelby,1954,3.3,3.6,31.5,8.5,22.2,23.159144893,42363,56952,4.3549798372,4.0506527928,21.157945542,346.66666667,2015,NA,NA,NA,NA
01119,Alabama,Sumter,218,4.3,5.4,40.4,3.8,31.2,33.565823888,1389,2607,9.8684210526,5.6593917349,59.63523744,59,2015,NA,NA,NA,NA
01121,Alabama,Talladega,1475,5.6,5.1,38,6.4,36.7,51.195057727,9673,20900,7.1107110711,5.0050866743,40.450614224,248.33333333,2015,NA,NA,NA,NA
01123,Alabama,Tallapoosa,708,5.8,5.2,35.6,6.8,30.8,58.551617874,4394,9577,7.7340966178,4.7015041184,47.044498561,173.33333333,2015,NA,NA,NA,NA
01125,Alabama,Tuscaloosa,2412,4.3,4.1,32.9,6.5,27.9,29.814187872,31013,50310,5.8437550755,5.2833727708,38.232092314,847.66666667,2015,NA,NA,NA,NA
01127,Alabama,Walker,1538,6.5,6.5,33.4,7.5,35.8,57.971014493,8249,15937,6.6468511982,4.6564306583,34.052986447,199,2015,NA,NA,NA,NA
01129,Alabama,Washington,290,4.6,3.2,36.1,7.1,30.9,42.164441321,1587,4070,10.194855807,5.1113226084,29.342167534,51,2015,NA,NA,NA,NA
01131,Alabama,Wilcox,242,4.1,3.6,42.8,1.8,31.6,49.641148325,845,2483,15.643370346,6.7665177522,67.39345887,25,2015,NA,NA,NA,NA
01133,Alabama,Winston,512,4.6,6.5,33.4,7.4,33.3,54.485308426,2763,5633,8.9497206704,4.8017143667,29.453541132,53.333333333,2015,NA,NA,NA,NA
02013,Alaska,Aleutians East,NA,2.9,3.8,32.3,4.7,28.6,60.931899642,408,1159,11.467116358,3.6462693878,40,NA,2015,NA,NA,NA,NA
02016,Alaska,Aleutians West,NA,2.1,2.1,32.9,6.6,22,21.582733813,934,1971,8.8034717917,3.907432526,28.867235079,15,2015,NA,NA,NA,NA
02020,Alaska,Anchorage,2755,3.3,3,26.8,8,18,36.695441892,60990,85937,5.0428860548,3.8061910073,30.852142362,2436.3333333,2015,NA,NA,NA,NA
02050,Alaska,Bethel,210,3.3,2.6,32.4,2.8,29.2,80.993150685,1678,4333,15.447598253,4.5394508009,28.982694485,NA,2015,NA,NA,NA,NA
02060,Alaska,Bristol Bay,NA,1.4,1.3,33.1,7.9,21.3,50.387596899,135,200,3.7320574163,2.9751811315,40.316205534,1.3333333333,2015,NA,NA,NA,NA
02068,Alaska,Denali,NA,2.7,2.3,23.6,6.1,16.9,NA,431,579,8.7560806115,3.470741688,4.5766590389,NA,2015,NA,NA,NA,NA
02070,Alaska,Dillingham,74,2.7,2.3,31.6,5.8,27.3,57.635175282,542,1078,9.5260441107,5.0232018561,31.569115816,NA,2015,NA,NA,NA,NA
02090,Alaska,Fairbanks North Star,799,3.5,3,28.5,7.3,20.2,37.462712757,20420,29240,5.7980570575,3.9393727559,30.770782076,NA,2015,NA,NA,NA,NA
02100,Alaska,Haines,40,3.1,2,28.4,7.7,19.1,NA,373,709,7.8751857355,3.1528439675,34.845360825,8.3333333333,2015,NA,NA,NA,NA
02110,Alaska,Juneau,287,3.5,3,26.9,8,15.8,25.627615063,6630,8849,4.6226154271,3.1467913622,33.738098524,135.66666667,2015,NA,NA,NA,NA
02122,Alaska,Kenai Peninsula,673,3.6,3,27.5,7.7,21.7,29.58758986,8252,13282,7.4582296481,4.3969919685,28.560542559,NA,2015,NA,NA,NA,NA
02130,Alaska,Ketchikan Gateway,170,3.6,3.2,28,8,20.7,29.809465274,2108,3491,6.1444308446,3.8035340314,27.589483687,28.666666667,2015,NA,NA,NA,NA
02150,Alaska,Kodiak Island,114,2.8,2.1,31.5,7.8,21.2,31.814273431,2560,3883,5.6057076296,3.8559037224,33.665443104,NA,2015,NA,NA,NA,NA
02164,Alaska,Lake and Peninsula,NA,2.8,2.6,32.6,2.7,24.9,49.056603774,151,280,7.3555166375,4.6907311849,45.213849287,NA,2015,NA,NA,NA,NA
02170,Alaska,Matanuska-Susitna,955,3.7,3.3,29.8,7.9,22.3,32.649213762,14876,24279,7.2718120038,4.1470311027,24.205731195,NA,2015,NA,NA,NA,NA
02180,Alaska,Nome,152,3.7,2.4,34.1,3,25.2,94.031343781,1058,2463,11.740498669,5.0433575204,50.334143378,NA,2015,NA,NA,NA,NA
02185,Alaska,North Slope,96,3.3,1.7,34.2,7.5,25.5,92.235294118,1429,2657,4.9945315348,3.3987912313,47.517730496,77.666666667,2015,NA,NA,NA,NA
02188,Alaska,Northwest Arctic,93,4.5,1.8,29.7,3.3,26.8,94.707520891,669,1873,15.177713737,4.5255216449,44.062733383,NA,2015,NA,NA,NA,NA
02201,Alaska,Prince of Wales-Outer Ketchikan,86,4.7,2.8,35.5,6.5,26,47.858942065,609,1374,12.839506173,4.5275967804,41.020114943,NA,2015,NA,NA,NA,NA
02220,Alaska,Sitka,93,3.1,2.5,28.8,7.7,17.2,28.350515464,1736,2360,5.2367444905,3.9866141219,29.317851959,20.333333333,2015,NA,NA,NA,NA
02232,Alaska,Skagway-Hoonah-Angoon,37,2.9,1.9,30.9,5,20.5,26.315789474,433,710,12.702561422,4.0389664079,39.745627981,NA,2015,NA,NA,NA,NA
02240,Alaska,Southeast Fairbanks,84,4,2.2,32.5,6.8,20,37.602179837,1110,1792,11.071321993,4.8476475955,27.380311996,NA,2015,NA,NA,NA,NA
02261,Alaska,Valdez-Cordova,103,4.4,3.4,29.7,7.4,24.2,24.52912834,1757,2547,8.719709979,4.6102859522,36.294736842,21.666666667,2015,NA,NA,NA,NA
02270,Alaska,Wade Hampton,117,5.6,3.5,34.6,1.2,27.9,107.14285714,437,1661,22.134951803,4.0136121093,41.086001255,NA,2015,NA,NA,NA,NA
02280,Alaska,Wrangell-Petersburg,70,3.5,3.3,30.1,7.9,20,35.907859079,840,1285,9.215396003,4.646874758,37.469782434,14.333333333,2015,NA,NA,NA,NA
02282,Alaska,Yakutat,NA,NA,NA,31.1,7.9,24.1,NA,103,164,8.7719298246,2.8565180548,41.549295775,NA,2015,NA,NA,NA,NA
02290,Alaska,Yukon-Koyukuk,113,4.4,2.5,26.3,1.6,25.6,61.538461538,573,1230,14.758190328,5.6351726593,51.213282248,NA,2015,NA,NA,NA,NA
04001,Arizona,Apache,1115,3.8,4.3,31.9,0.9,22.3,56.821112353,7421,16051,19.79649787,6.1506260155,49.270554015,66,2015,NA,NA,NA,NA
04003,Arizona,Cochise,1691,4.2,3.8,23.6,6.4,21.4,50.458260265,20196,31446,8.8052914427,4.9262892677,34.665766374,785,2015,NA,NA,NA,NA
04005,Arizona,Coconino,1221,3.1,3.1,24,5.7,15.9,33.994275522,22438,33091,8.108559499,5.1087978864,38.277310924,510.33333333,2015,NA,NA,NA,NA
04007,Arizona,Gila,968,4.6,5.5,27.1,6.2,25.2,78.826845165,4698,9849,9.3089949017,4.2409509892,42.280177488,170.66666667,2015,NA,NA,NA,NA
04009,Arizona,Graham,393,4.3,4.3,35,6.1,24.2,63.360625233,4879,9915,7.576933023,4.5357421223,36.516962221,246,2015,NA,NA,NA,NA
04011,Arizona,Greenlee,87,4.2,3.7,35.4,5,24.5,64.565327911,1203,2281,6.2032556093,3.7072380952,35.839803841,55,2015,NA,NA,NA,NA
04012,Arizona,La Paz,401,5.3,5.2,32,5.5,30.7,70.947840718,1343,3600,9.3703852866,3.876194668,44.372537985,73.333333333,2015,NA,NA,NA,NA
04013,Arizona,Maricopa,34202,3.2,3.2,22.6,7.3,19.6,47.717259246,689230,1082835,6.7275509228,4.5348648186,34.970104566,15421.333333,2015,NA,NA,NA,NA
04015,Arizona,Mohave,4174,4.4,4.4,26.6,5.4,30.7,53.920709259,18628,38532,9.6429973472,4.0161025304,35.845422711,391.66666667,2015,NA,NA,NA,NA
04017,Arizona,Navajo,1558,4.1,3.7,31.2,4.3,23.9,67.630567631,11639,23598,15.190235034,5.472068482,43.650053091,406.33333333,2015,NA,NA,NA,NA
04019,Arizona,Pima,11078,3.7,3.5,22.1,6.9,18.9,42.607974813,156534,240150,7.0264335782,4.8060628196,38.625981263,4428.6666667,2015,NA,NA,NA,NA
04021,Arizona,Pinal,3907,3.5,3.5,30.2,7.3,23.6,55.949289079,58484,104553,8.6038775627,3.7283607248,33.487681376,811.33333333,2015,NA,NA,NA,NA
04023,Arizona,Santa Cruz,362,2.8,2.9,20.5,5.9,17.8,55.869823312,5046,10453,17.996508812,5.5899558873,35.514549326,60,2015,NA,NA,NA,NA
04025,Arizona,Yavapai,3090,4.2,4.1,25.9,6.3,19.6,46.243210622,23547,38606,8.0463071383,4.1455073646,31.86529167,707.66666667,2015,NA,NA,NA,NA
04027,Arizona,Yuma,1854,4,3.1,31.2,4.7,25.1,66.115857666,26116,47962,27.653334514,4.0312948166,34.345059742,636.33333333,2015,NA,NA,NA,NA
05001,Arkansas,Arkansas,343,4.3,4,35.1,6.1,35.4,64.775413712,2152,4657,6.6535100085,4.1453393187,35.328096118,78.333333333,2015,NA,NA,NA,NA
05003,Arkansas,Ashley,397,4.2,3,36.1,5.4,33.3,68.97830521,2410,5149,11.772181146,4.7852513228,34.637625289,60.333333333,2015,NA,NA,NA,NA
05005,Arkansas,Baxter,764,3.8,4.1,29.3,7,29.8,47.612359551,4604,7617,8.1184860121,4.0402772798,32.768675368,41.666666667,2015,NA,NA,NA,NA
05007,Arkansas,Benton,2185,3.2,3,27.2,7.4,24.6,46.005357371,37985,65131,5.737704918,4.0829655092,22.082717873,605.66666667,2015,NA,NA,NA,NA
05009,Arkansas,Boone,518,3.8,4,26.3,6.5,31,54.449205949,4775,8827,7.4332948398,4.1327060165,29.985771876,108,2015,NA,NA,NA,NA
05011,Arkansas,Bradley,191,3.5,3.7,34.7,5.9,34.6,72.403335861,972,2566,9.100711667,5.1483434854,44.406522564,29,2015,NA,NA,NA,NA
05013,Arkansas,Calhoun,88,3.3,NA,35.2,3.9,35.2,41.633306645,560,1237,9.1182795699,4.3540835329,55.294117647,7,2015,NA,NA,NA,NA
05015,Arkansas,Carroll,426,4.1,4.1,33.5,7.4,29.5,65.503804045,2579,5784,5.6699514635,4.2336597452,30.284757119,66.333333333,2015,NA,NA,NA,NA
05017,Arkansas,Chicot,219,7.2,3.9,38.5,5,35.9,73.494917905,992,2563,10.878946173,5.4769435806,52.260738508,58.5,2015,NA,NA,NA,NA
05019,Arkansas,Clark,356,4,2.6,32.5,6,30.5,27.297743533,2735,4650,9.0141665049,5.5345628812,36.687584043,90,2015,NA,NA,NA,NA
05021,Arkansas,Clay,324,5.9,3.4,31.7,6.4,36.4,68.226120858,1453,3560,11.363257133,4.326602831,35.53092182,14,2015,NA,NA,NA,NA
05023,Arkansas,Cleburne,450,5.5,4.5,28,7.2,33.2,52.566735113,2785,5420,7.7182698286,4.5667065868,29.829712272,57.666666667,2015,NA,NA,NA,NA
05025,Arkansas,Cleveland,145,5.5,4.9,35.4,6.5,30.2,46.498905908,1005,2050,7.8920570265,4.6136783734,28.719886632,6,2015,NA,NA,NA,NA
05027,Arkansas,Columbia,410,3.8,4.6,37,5.5,31.3,52.733367715,3041,5378,9.1051477498,6.0461747397,50.357142857,79.666666667,2015,NA,NA,NA,NA
05029,Arkansas,Conway,360,4.9,6.2,39.7,6,33.1,66.110531804,2441,4869,8.1419196062,5.0553466588,38.619854722,56,2015,NA,NA,NA,NA
05031,Arkansas,Craighead,1237,3.9,3.5,34,5.9,33.6,49.355109212,15793,27053,6.8578197116,5.0325663717,40.705181261,353.33333333,2015,NA,NA,NA,NA
05033,Arkansas,Crawford,936,3.9,4.4,37.7,6.5,32.5,54.622134549,7807,15509,7.8279396099,4.2553929348,36.047020572,220.33333333,2015,NA,NA,NA,NA
05035,Arkansas,Crittenden,895,5,4.2,38.2,4.9,33.6,86.453220016,6563,12795,10.827803004,5.2431885005,56.603641457,899.33333333,2015,NA,NA,NA,NA
05037,Arkansas,Cross,359,4.4,4.5,37.5,6,35.6,63.520070578,1550,4283,8.3416708354,4.3807166285,29.084299023,59.333333333,2015,NA,NA,NA,NA
05039,Arkansas,Dallas,157,3.8,NA,32.5,5.2,37.4,64.962726305,589,1789,10.247026532,5.2273836642,32.272473479,29.666666667,2015,NA,NA,NA,NA
05041,Arkansas,Desha,251,4.8,4.2,36.5,3.7,33.9,86.158631415,1310,2985,10.536962118,5.6253984231,51.535421101,77,2015,NA,NA,NA,NA
05043,Arkansas,Drew,254,4.5,4.7,31.9,5.3,32,46.914932457,2273,4157,10.610687023,6.2018348624,46.172778735,78.333333333,2015,NA,NA,NA,NA
05045,Arkansas,Faulkner,1195,4,3.5,30,6.5,28.9,34.761281884,20686,31514,6.9855589476,4.3976491358,30.474637681,343.66666667,2015,NA,NA,NA,NA
05047,Arkansas,Franklin,332,3.5,5,35.2,7,31.6,53.38904364,2134,4228,6.9902912621,4.6576512456,33.224907063,55.333333333,2015,NA,NA,NA,NA
05049,Arkansas,Fulton,206,3.9,3.3,31.9,6.6,33.9,54.043071922,1277,2413,7.2960513129,4.0833541615,34.720522236,25.666666667,2015,NA,NA,NA,NA
05051,Arkansas,Garland,1736,4.2,5.3,30.9,6,26.5,54.094741068,11880,21216,7.8180093865,4.9655875448,38.678027369,475,2015,NA,NA,NA,NA
05053,Arkansas,Grant,291,4.7,5,35.8,7.8,32.1,47.526673133,2568,4534,6.8376068376,4.0116937694,23.341926412,39.666666667,2015,NA,NA,NA,NA
05055,Arkansas,Greene,680,4.2,3.3,33.9,6.3,35.3,63.200498132,5348,10952,8.8932376604,4.6523921666,31.174089069,125.66666667,2015,NA,NA,NA,NA
05057,Arkansas,Hempstead,369,3.7,3.9,39.1,5.4,32.4,79.007199697,2730,5390,7.5121563958,4.9721482383,44.67400508,134.33333333,2015,NA,NA,NA,NA
05059,Arkansas,Hot Spring,524,5.7,5.8,32.6,6.6,38.7,61.05292172,3986,8135,7.2566837877,4.1575357658,33.48047084,NA,2015,NA,NA,NA,NA
05061,Arkansas,Howard,221,5.1,3.1,36.9,6,34.4,62.288004934,1558,3379,7.2950961705,4.276152228,47.005244273,36.333333333,2015,NA,NA,NA,NA
05063,Arkansas,Independence,550,5.2,4.4,30.9,6.3,36.6,54.293696101,4463,9005,9.249574696,4.6213989057,40.341440599,185.66666667,2015,NA,NA,NA,NA
05065,Arkansas,Izard,246,7,6,33,7.1,33.5,49.533089728,1309,2846,8.890191481,4.3033806626,30.591974573,14.333333333,2015,NA,NA,NA,NA
05067,Arkansas,Jackson,369,4.7,4.7,41.1,5.6,38.5,74.738003309,1814,4694,10.153888431,4.5813239134,47.747996684,73,2015,NA,NA,NA,NA
05069,Arkansas,Jefferson,1230,3.6,4.1,38.6,5,36.8,64.91873065,9614,18500,10.409598421,5.2650752035,54.634479617,743,2015,NA,NA,NA,NA
05071,Arkansas,Johnson,361,4.7,3.4,32.4,7.1,35,59.734866635,2293,5971,7.6210373331,4.2821241682,26.196636481,53.666666667,2015,NA,NA,NA,NA
05073,Arkansas,Lafayette,184,4.3,5.2,32.5,5.3,33.5,52.071668533,539,1524,10.407407407000001,5.5617242536,48.411214953,11,2015,NA,NA,NA,NA
05075,Arkansas,Lawrence,317,4,NA,33.4,5.6,31.3,44.786247455,1758,3846,9.234828496,4.3444850256,27.920377161,26,2015,NA,NA,NA,NA
05077,Arkansas,Lee,199,4.9,4,35.4,3.4,33.6,71.550255537,877,2687,11.21007371,5.9017059301,55.717761557,20.666666667,2015,NA,NA,NA,NA
05079,Arkansas,Lincoln,182,5.3,3,33.8,4,33.8,51.743532058,1347,4523,9.0091930541,5.7386751474,41.973434535,10,2015,NA,NA,NA,NA
05081,Arkansas,Little River,217,3.5,4,31.2,7,33.8,56.272757365,1752,3289,8.0453659401,4.4214381996,37.446102819,27,2015,NA,NA,NA,NA
05083,Arkansas,Logan,355,4,2.9,34.7,6.9,36.6,65.735091517,2047,4825,7.9150579151,4.245370646,33.802816901,54,2015,NA,NA,NA,NA
05085,Arkansas,Lonoke,947,3.3,3.9,33.5,7.2,27.2,46.684751751,11846,19576,6.3746130031,4.0898991189,27.772456364,234.66666667,2015,NA,NA,NA,NA
05087,Arkansas,Madison,227,4.9,2.1,33.3,6.3,31.8,48.287024548,1282,3612,5.8209774849,4.5603420562,19.233817701,38.333333333,2015,NA,NA,NA,NA
05089,Arkansas,Marion,336,5.6,4.2,30.9,7,29.7,56.658130602,1400,3028,8.3545108005,3.995951417,27.86139307,44.666666667,2015,NA,NA,NA,NA
05091,Arkansas,Miller,701,4.9,4.2,32.7,5.8,33.6,73.846474326,5447,11498,7.4064502791,4.898227346,44.769512078,328.33333333,2015,NA,NA,NA,NA
05093,Arkansas,Mississippi,873,5.4,4.8,38.7,5.2,42.7,80.953185736,5685,11441,11.043850583,5.6965392934,50.232185749,362.66666667,2015,NA,NA,NA,NA
05095,Arkansas,Monroe,150,5.3,NA,35.8,5.2,37.7,67.47891284,846,1655,8.2558139535,5.6155697491,55.315614618,28,2015,NA,NA,NA,NA
05097,Arkansas,Montgomery,158,NA,4.6,30.6,6.4,28.9,49.414161997,818,1744,8.0335407087,4.308366381,26.666666667,2.3333333333,2015,NA,NA,NA,NA
05099,Arkansas,Nevada,162,9,10.1,32.9,5.4,33.8,64.228785748,887,1969,7.7000503271,4.9580816534,37.482710927,21,2015,NA,NA,NA,NA
05101,Arkansas,Newton,131,4.5,3.7,36,5.7,37.2,43.148688047,776,1631,7.6497695853,4.8336973479,20.765027322,8.5,2015,NA,NA,NA,NA
05103,Arkansas,Ouachita,517,5.7,6.1,37.8,4.6,35.9,75.87614835,2920,5694,9.4202898551,4.8725128961,46.357838201,90.333333333,2015,NA,NA,NA,NA
